Season,Col1,Col2,Col3,Col4,Col5
2019-20,ACF Fiorentina,v Torino FC,2-0 (1-0),,
2019-20,SSC Napoli,v Udinese Calcio,2-1 (1-1),,
2019-20,21.45,AS Roma,v Inter,2-2 (1-1),
2019-20,Mon Jul/20,,,,
2019-20,21.45,Juventus,v Lazio Roma,2-1 (0-0),
2019-20,» Matchday 35,,,,
2019-20,Tue Jul/21,,,,
2019-20,19.30,Atalanta,v Bologna FC,1-0 (0-0),
2019-20,21.45,Sassuolo Calcio,v AC Milan,1-2 (1-2),
2019-20,Wed Jul/22,,,,
2019-20,19.30,Parma Calcio 1913,v SSC Napoli,2-1 (1-0),
2019-20,21.45,US Lecce,v Brescia Calcio,3-1 (2-0),
2019-20,Inter,v ACF Fiorentina,0-0,,
2019-20,Sampdoria,v Genoa CFC,1-2 (1-1),,
2019-20,Torino FC,v Hellas Verona,1-1 (0-0),,
2019-20,SPAL 2013 Ferrara,v AS Roma,1-6 (1-2),,
2019-20,Thu Jul/23,,,,
2019-20,19.30,Udinese Calcio,v Juventus,2-1 (0-1),
2019-20,21.45,Lazio Roma,v Cagliari Calcio,2-1 (0-1),
2019-20,» Matchday 36,,,,
2019-20,Fri Jul/24,,,,
2019-20,21.45,AC Milan,v Atalanta,1-1 (1-1),
2019-20,Sat Jul/25,,,,
2019-20,17.15,Brescia Calcio,v Parma Calcio 1913,1-2 (0-0),
2019-20,19.30,Genoa CFC,v Inter,0-3 (0-1),
2019-20,21.45,SSC Napoli,v Sassuolo Calcio,2-0 (1-0),
2019-20,Sun Jul/26,,,,
2019-20,17.15,Bologna FC,v US Lecce,3-2 (2-1),
2019-20,19.30,AS Roma,v ACF Fiorentina,2-1 (1-0),
2019-20,Hellas Verona,v Lazio Roma,1-5 (1-1),,
2019-20,SPAL 2013 Ferrara,v Torino FC,1-1 (0-0),,
2019-20,Cagliari Calcio,v Udinese Calcio,0-1 (0-1),,
2019-20,21.45,Juventus,v Sampdoria,2-0 (1-0),
2019-20,» Matchday 37,,,,
2019-20,Tue Jul/28,,,,
2019-20,19.30,Parma Calcio 1913,v Atalanta,1-2 (1-0),
2019-20,21.45,Inter,v SSC Napoli,2-0 (1-0),
2019-20,Wed Jul/29,,,,
2019-20,19.30,Lazio Roma,v Brescia Calcio,2-0 (1-0),
2019-20,Sassuolo Calcio,v Genoa CFC,5-0 (2-0),,
2019-20,Udinese Calcio,v US Lecce,1-2 (1-1),,
2019-20,Sampdoria,v AC Milan,1-4 (0-1),,
2019-20,Hellas Verona,v SPAL 2013 Ferrara,3-0 (2-0),,
2019-20,21.45,ACF Fiorentina,v Bologna FC,4-0 (0-0),
2019-20,Cagliari Calcio,v Juventus,2-0 (2-0),,
2019-20,Torino FC,v AS Roma,2-3 (1-2),,
2019-20,» Matchday 38,,,,
2019-20,Sat Aug/1,,,,
2019-20,18.00,Brescia Calcio,v Sampdoria,1-1 (0-1),
2019-20,20.45,AC Milan,v Cagliari Calcio,3-0 (1-0),
2019-20,Atalanta,v Inter,0-2 (0-2),,
2019-20,SSC Napoli,v Lazio Roma,3-1 (1-1),,
2019-20,Juventus,v AS Roma,1-3 (1-2),,
2019-20,Sun Aug/2,,,,
2019-20,18.00,SPAL 2013 Ferrara,v ACF Fiorentina,1-3 (1-1),
2019-20,20.45,Genoa CFC,v Hellas Verona,3-0 (3-0),
2019-20,US Lecce,v Parma Calcio 1913,3-4 (2-2),,
2019-20,Bologna FC,v Torino FC,1-1 (1-0),,
2019-20,Sassuolo Calcio,v Udinese Calcio,0-1 (0-0),,
2020-21,= Italian Serie A 2020/21,,,,
2020-21,Matchday 1,,,,
2020-21,[Sat Sep/19],,,,
2020-21,18.00,ACF Fiorentina,1-0 (0-0),Torino FC,
2020-21,20.45,Hellas Verona FC,3-0,AS Roma,[awarded]
2020-21,[Sun Sep/20],,,,
2020-21,12.30,Parma Calcio 1913,0-2 (0-0),SSC Napoli,
2020-21,15.00,Genoa CFC,4-1 (3-1),FC Crotone,
2020-21,18.00,US Sassuolo Calcio,1-1 (0-1),Cagliari Calcio,
2020-21,20.45,Juventus FC,3-0 (1-0),UC Sampdoria,
2020-21,[Mon Sep/21],,,,
2020-21,20.45,AC Milan,2-0 (1-0),Bologna FC 1909,
2020-21,Matchday 2,,,,
2020-21,[Sat Sep/26],,,,
2020-21,15.00,Torino FC,2-4 (2-3),Atalanta BC,
2020-21,18.00,UC Sampdoria,2-3 (2-1),Benevento Calcio,
2020-21,Cagliari Calcio,0-2 (0-1),SS Lazio,,
2020-21,20.45,FC Internazionale Milano,4-3 (1-1),ACF Fiorentina,
2020-21,[Sun Sep/27],,,,
2020-21,12.30,Spezia Calcio,1-4 (1-1),US Sassuolo Calcio,
2020-21,15.00,Hellas Verona FC,1-0 (0-0),Udinese Calcio,
2020-21,18.00,SSC Napoli,6-0 (1-0),Genoa CFC,
2020-21,FC Crotone,0-2 (0-1),AC Milan,,
2020-21,20.45,AS Roma,2-2 (2-1),Juventus FC,
2020-21,[Mon Sep/28],,,,
2020-21,20.45,Bologna FC 1909,4-1 (2-0),Parma Calcio 1913,
2020-21,Matchday 1,,,,
2020-21,[Wed Sep/30],,,,
2020-21,18.00,Udinese Calcio,0-2 (0-1),Spezia Calcio,
2020-21,Benevento Calcio,2-5 (1-4),FC Internazionale Milano,,
2020-21,20.45,SS Lazio,1-4 (0-3),Atalanta BC,
2020-21,Matchday 3,,,,
2020-21,[Fri Oct/2],,,,
2020-21,20.45,ACF Fiorentina,1-2 (0-1),UC Sampdoria,
2020-21,[Sat Oct/3],,,,
2020-21,15.00,US Sassuolo Calcio,4-1 (1-0),FC Crotone,
2020-21,20.45,Udinese Calcio,0-1 (0-0),AS Roma,
2020-21,[Sun Oct/4],,,,
2020-21,12.30,Atalanta BC,5-2 (4-1),Cagliari Calcio,
2020-21,15.00,SS Lazio,1-1 (0-1),FC Internazionale Milano,
2020-21,Parma Calcio 1913,1-0 (1-0),Hellas Verona FC,,
2020-21,Benevento Calcio,1-0 (0-0),Bologna FC 1909,,
2020-21,18.00,AC Milan,3-0 (0-0),Spezia Calcio,
2020-21,Matchday 4,,,,
2020-21,[Sat Oct/17],,,,
2020-21,15.00,SSC Napoli,4-1 (4-0),Atalanta BC,
2020-21,18.00,FC Internazionale Milano,1-2 (1-2),AC Milan,
2020-21,UC Sampdoria,3-0 (2-0),SS Lazio,,
2020-21,20.45,FC Crotone,1-1 (1-1),Juventus FC,
2020-21,[Sun Oct/18],,,,
2020-21,12.30,Bologna FC 1909,3-4 (2-1),US Sassuolo Calcio,
2020-21,15.00,Torino FC,2-3 (1-2),Cagliari Calcio,
2020-21,Spezia Calcio,2-2 (1-2),ACF Fiorentina,,
2020-21,18.00,Udinese Calcio,3-2 (1-1),Parma Calcio 1913,
2020-21,20.45,AS Roma,5-2 (2-1),Benevento Calcio,
2020-21,[Mon Oct/19],,,,
2020-21,20.45,Hellas Verona FC,0-0,Genoa CFC,
2020-21,Matchday 5,,,,
2020-21,[Fri Oct/23],,,,
2020-21,20.45,US Sassuolo Calcio,3-3 (0-1),Torino FC,
2020-21,[Sat Oct/24],,,,
2020-21,15.00,Atalanta BC,1-3 (0-1),UC Sampdoria,
2020-21,18.00,Genoa CFC,0-2 (0-0),FC Internazionale Milano,
2020-21,20.45,SS Lazio,2-1 (0-0),Bologna FC 1909,
2020-21,[Sun Oct/25],,,,
2020-21,12.30,Cagliari Calcio,4-2 (3-2),FC Crotone,
2020-21,15.00,Parma Calcio 1913,2-2 (1-2),Spezia Calcio,
2020-21,Benevento Calcio,1-2 (1-0),SSC Napoli,,
2020-21,18.00,ACF Fiorentina,3-2 (2-1),Udinese Calcio,
2020-21,20.45,Juventus FC,1-1 (0-0),Hellas Verona FC,
2020-21,[Mon Oct/26],,,,
2020-21,20.45,AC Milan,3-3 (1-1),AS Roma,
2020-21,Matchday 6,,,,
2020-21,[Sat Oct/31],,,,
2020-21,15.00,FC Crotone,1-2 (1-2),Atalanta BC,
2020-21,18.00,FC Internazionale Milano,2-2 (0-0),Parma Calcio 1913,
2020-21,20.45,Bologna FC 1909,3-2 (1-1),Cagliari Calcio,
2020-21,[Sun Nov/1],,,,
2020-21,12.30,Udinese Calcio,1-2 (0-1),AC Milan,
2020-21,15.00,Torino FC,3-4 (2-1),SS Lazio,
2020-21,Spezia Calcio,1-4 (1-1),Juventus FC,,
2020-21,18.00,SSC Napoli,0-2 (0-0),US Sassuolo Calcio,
2020-21,AS Roma,2-0 (1-0),ACF Fiorentina,,
2020-21,20.45,UC Sampdoria,1-1 (1-1),Genoa CFC,
2020-21,[Mon Nov/2],,,,
2020-21,20.45,Hellas Verona FC,3-1 (1-0),Benevento Calcio,
2020-21,Matchday 3,,,,
2020-21,[Wed Nov/4],,,,
2020-21,17.00,Genoa CFC,1-2 (0-2),Torino FC,
2020-21,Matchday 7,,,,
2020-21,[Fri Nov/6],,,,
2020-21,20.45,US Sassuolo Calcio,0-0,Udinese Calcio,
2020-21,[Sat Nov/7],,,,
2020-21,15.00,Cagliari Calcio,2-0 (0-0),UC Sampdoria,
2020-21,18.00,Benevento Calcio,0-3 (0-1),Spezia Calcio,
2020-21,20.45,Parma Calcio 1913,0-0,ACF Fiorentina,
2020-21,[Sun Nov/8],,,,
2020-21,12.30,SS Lazio,1-1 (0-1),Juventus FC,
2020-21,15.00,Atalanta BC,1-1 (0-0),FC Internazionale Milano,
2020-21,Torino FC,0-0,FC Crotone,,
2020-21,Genoa CFC,1-3 (0-1),AS Roma,,
2020-21,18.00,Bologna FC 1909,0-1 (0-1),SSC Napoli,
2020-21,20.45,AC Milan,2-2 (1-2),Hellas Verona FC,
2020-21,Matchday 8,,,,
2020-21,[Sat Nov/21],,,,
2020-21,15.00,FC Crotone,0-2 (0-1),SS Lazio,
2020-21,18.00,Spezia Calcio,0-0,Atalanta BC,
2020-21,20.45,Juventus FC,2-0 (2-0),Cagliari Calcio,
2020-21,[Sun Nov/22],,,,
2020-21,12.30,ACF Fiorentina,0-1 (0-0),Benevento Calcio,
2020-21,15.00,FC Internazionale Milano,4-2 (0-1),Torino FC,
2020-21,AS Roma,3-0 (3-0),Parma Calcio 1913,,
2020-21,UC Sampdoria,1-2 (1-1),Bologna FC 1909,,
2020-21,Hellas Verona FC,0-2 (0-1),US Sassuolo Calcio,,
2020-21,18.00,Udinese Calcio,1-0 (1-0),Genoa CFC,
2020-21,20.45,SSC Napoli,1-3 (0-1),AC Milan,
2020-21,Matchday 9,,,,
2020-21,[Sat Nov/28],,,,
2020-21,15.00,US Sassuolo Calcio,0-3 (0-2),FC Internazionale Milano,
2020-21,18.00,Benevento Calcio,1-1 (1-1),Juventus FC,
2020-21,20.45,Atalanta BC,0-2 (0-0),Hellas Verona FC,
2020-21,[Sun Nov/29],,,,
2020-21,12.30,SS Lazio,1-3 (0-2),Udinese Calcio,
2020-21,15.00,AC Milan,2-0 (2-0),ACF Fiorentina,
2020-21,Bologna FC 1909,1-0 (1-0),FC Crotone,,
2020-21,18.00,Cagliari Calcio,2-2 (0-1),Spezia Calcio,
2020-21,20.45,SSC Napoli,4-0 (1-0),AS Roma,
2020-21,[Mon Nov/30],,,,
2020-21,18.30,Torino FC,2-2 (1-0),UC Sampdoria,
2020-21,20.45,Genoa CFC,1-2 (0-1),Parma Calcio 1913,
2020-21,Matchday 10,,,,
2020-21,[Sat Dec/5],,,,
2020-21,15.00,Spezia Calcio,1-2 (0-2),SS Lazio,
2020-21,18.00,Juventus FC,2-1 (0-1),Torino FC,
2020-21,20.45,FC Internazionale Milano,3-1 (2-0),Bologna FC 1909,
2020-21,[Sun Dec/6],,,,
2020-21,12.30,Hellas Verona FC,1-1 (1-0),Cagliari Calcio,
2020-21,15.00,AS Roma,0-0,US Sassuolo Calcio,
2020-21,Parma Calcio 1913,0-0,Benevento Calcio,,
2020-21,18.00,FC Crotone,0-4 (0-1),SSC Napoli,
2020-21,20.45,UC Sampdoria,1-2 (0-1),AC Milan,
2020-21,[Mon Dec/7],,,,
2020-21,20.45,ACF Fiorentina,1-1 (0-0),Genoa CFC,
2020-21,Matchday 11,,,,
2020-21,[Fri Dec/11],,,,
2020-21,20.45,US Sassuolo Calcio,1-0 (1-0),Benevento Calcio,
2020-21,[Sat Dec/12],,,,
2020-21,15.00,FC Crotone,4-1 (1-1),Spezia Calcio,
2020-21,18.00,Torino FC,2-3 (0-1),Udinese Calcio,
2020-21,20.45,SS Lazio,1-2 (0-1),Hellas Verona FC,
2020-21,[Sun Dec/13],,,,
2020-21,12.45,Cagliari Calcio,1-3 (1-0),FC Internazionale Milano,
2020-21,15.00,SSC Napoli,2-1 (0-1),UC Sampdoria,
2020-21,Atalanta BC,3-0 (1-0),ACF Fiorentina,,
2020-21,Bologna FC 1909,1-5 (1-5),AS Roma,,
2020-21,18.00,Genoa CFC,1-3 (0-0),Juventus FC,
2020-21,20.45,AC Milan,2-2 (0-1),Parma Calcio 1913,
2020-21,Matchday 12,,,,
2020-21,[Tue Dec/15],,,,
2020-21,18.30,Udinese Calcio,0-0,FC Crotone,
2020-21,20.45,Benevento Calcio,1-1 (1-1),SS Lazio,
2020-21,[Wed Dec/16],,,,
2020-21,18.30,Juventus FC,1-1 (1-0),Atalanta BC,
2020-21,20.45,FC Internazionale Milano,1-0 (0-0),SSC Napoli,
2020-21,ACF Fiorentina,1-1 (1-1),US Sassuolo Calcio,,
2020-21,Parma Calcio 1913,0-0,Cagliari Calcio,,
2020-21,Genoa CFC,2-2 (0-0),AC Milan,,
2020-21,Spezia Calcio,2-2 (1-0),Bologna FC 1909,,
2020-21,Hellas Verona FC,1-2 (0-1),UC Sampdoria,,
2020-21,[Thu Dec/17],,,,
2020-21,20.45,AS Roma,3-1 (2-0),Torino FC,
2020-21,Matchday 13,,,,
2020-21,[Sat Dec/19],,,,
2020-21,15.00,ACF Fiorentina,1-1 (1-1),Hellas Verona FC,
2020-21,18.00,UC Sampdoria,3-1 (2-1),FC Crotone,
2020-21,20.45,Parma Calcio 1913,0-4 (0-2),Juventus FC,
2020-21,[Sun Dec/20],,,,
2020-21,12.30,Torino FC,1-1 (0-0),Bologna FC 1909,
2020-21,15.00,FC Internazionale Milano,2-1 (0-0),Spezia Calcio,
2020-21,Cagliari Calcio,1-1 (1-0),Udinese Calcio,,
2020-21,US Sassuolo Calcio,1-2 (0-2),AC Milan,,
2020-21,Benevento Calcio,2-0 (0-0),Genoa CFC,,
2020-21,18.00,Atalanta BC,4-1 (0-1),AS Roma,
2020-21,20.45,SS Lazio,2-0 (1-0),SSC Napoli,
2020-21,Matchday 14,,,,
2020-21,[Tue Dec/22],,,,
2020-21,18.30,FC Crotone,2-1 (2-0),Parma Calcio 1913,
2020-21,20.45,Juventus FC,0-3 (0-1),ACF Fiorentina,
2020-21,[Wed Dec/23],,,,
2020-21,18.30,Hellas Verona FC,1-2 (0-0),FC Internazionale Milano,
2020-21,20.45,SSC Napoli,1-1 (0-0),Torino FC,
2020-21,AS Roma,3-2 (1-0),Cagliari Calcio,,
2020-21,AC Milan,3-2 (2-1),SS Lazio,,
2020-21,Udinese Calcio,0-2 (0-1),Benevento Calcio,,
2020-21,UC Sampdoria,2-3 (0-1),US Sassuolo Calcio,,
2020-21,Bologna FC 1909,2-2 (0-2),Atalanta BC,,
2020-21,Spezia Calcio,1-2 (1-1),Genoa CFC,,
2020-21,Matchday 15,,,,
2020-21,[Sun Jan/3],,,,
2020-21,12.30,FC Internazionale Milano,6-2 (2-2),FC Crotone,
2020-21,15.00,ACF Fiorentina,0-0,Bologna FC 1909,
2020-21,AS Roma,1-0 (0-0),UC Sampdoria,,
2020-21,Parma Calcio 1913,0-3 (0-1),Torino FC,,
2020-21,Atalanta BC,5-1 (2-0),US Sassuolo Calcio,,
2020-21,Cagliari Calcio,1-4 (0-1),SSC Napoli,,
2020-21,Genoa CFC,1-1 (0-1),SS Lazio,,
2020-21,Spezia Calcio,0-1 (0-0),Hellas Verona FC,,
2020-21,18.00,Benevento Calcio,0-2 (0-1),AC Milan,
2020-21,20.45,Juventus FC,4-1 (1-0),Udinese Calcio,
2020-21,Matchday 16,,,,
2020-21,[Wed Jan/6],,,,
2020-21,12.30,Cagliari Calcio,1-2 (1-2),Benevento Calcio,
2020-21,15.00,SS Lazio,2-1 (1-0),ACF Fiorentina,
2020-21,UC Sampdoria,2-1 (2-0),FC Internazionale Milano,,
2020-21,Torino FC,1-1 (0-0),Hellas Verona FC,,
2020-21,Bologna FC 1909,2-2 (2-1),Udinese Calcio,,
2020-21,US Sassuolo Calcio,2-1 (0-0),Genoa CFC,,
2020-21,FC Crotone,1-3 (0-3),AS Roma,,
2020-21,15.05,Atalanta BC,3-0 (1-0),Parma Calcio 1913,
2020-21,18.00,SSC Napoli,1-2 (0-0),Spezia Calcio,
2020-21,20.45,AC Milan,1-3 (1-1),Juventus FC,
2020-21,Matchday 17,,,,
2020-21,[Sat Jan/9],,,,
2020-21,15.00,Benevento Calcio,1-4 (0-1),Atalanta BC,
2020-21,18.00,Genoa CFC,2-0 (1-0),Bologna FC 1909,
2020-21,20.45,AC Milan,2-0 (2-0),Torino FC,
2020-21,[Sun Jan/10],,,,
2020-21,12.30,AS Roma,2-2 (1-0),FC Internazionale Milano,
2020-21,15.00,Parma Calcio 1913,0-2 (0-0),SS Lazio,
2020-21,Udinese Calcio,1-2 (1-1),SSC Napoli,,
2020-21,Hellas Verona FC,2-1 (2-0),FC Crotone,,
2020-21,18.05,ACF Fiorentina,1-0 (0-0),Cagliari Calcio,
2020-21,20.45,Juventus FC,3-1 (0-0),US Sassuolo Calcio,
2020-21,[Mon Jan/11],,,,
2020-21,20.45,Spezia Calcio,2-1 (1-1),UC Sampdoria,
2020-21,Matchday 18,,,,
2020-21,[Fri Jan/15],,,,
2020-21,20.45,SS Lazio,3-0 (2-0),AS Roma,
2020-21,[Sat Jan/16],,,,
2020-21,15.00,Bologna FC 1909,1-0 (1-0),Hellas Verona FC,
2020-21,18.00,Torino FC,0-0,Spezia Calcio,
2020-21,20.45,UC Sampdoria,2-1 (0-0),Udinese Calcio,
2020-21,[Sun Jan/17],,,,
2020-21,12.30,SSC Napoli,6-0 (4-0),ACF Fiorentina,
2020-21,15.00,US Sassuolo Calcio,1-1 (0-1),Parma Calcio 1913,
2020-21,FC Crotone,4-1 (2-0),Benevento Calcio,,
2020-21,18.00,Atalanta BC,0-0,Genoa CFC,
2020-21,20.45,FC Internazionale Milano,2-0 (1-0),Juventus FC,
2020-21,[Mon Jan/18],,,,
2020-21,20.45,Cagliari Calcio,0-2 (0-1),AC Milan,
2020-21,Matchday 10,,,,
2020-21,[Wed Jan/20],,,,
2020-21,15.00,Udinese Calcio,1-1 (1-1),Atalanta BC,
2020-21,Matchday 19,,,,
2020-21,[Fri Jan/22],,,,
2020-21,20.45,Benevento Calcio,2-2 (1-0),Torino FC,
2020-21,[Sat Jan/23],,,,
2020-21,15.00,AS Roma,4-3 (1-1),Spezia Calcio,
2020-21,18.00,AC Milan,0-3 (0-1),Atalanta BC,
2020-21,Udinese Calcio,0-0,FC Internazionale Milano,,
2020-21,20.50,ACF Fiorentina,2-1 (2-0),FC Crotone,
2020-21,[Sun Jan/24],,,,
2020-21,12.30,Juventus FC,2-0 (1-0),Bologna FC 1909,
2020-21,15.00,Genoa CFC,1-0 (1-0),Cagliari Calcio,
2020-21,Hellas Verona FC,3-1 (1-1),SSC Napoli,,
2020-21,18.00,SS Lazio,2-1 (1-1),US Sassuolo Calcio,
2020-21,20.45,Parma Calcio 1913,0-2 (0-2),UC Sampdoria,
2020-21,Matchday 20,,,,
2020-21,[Fri Jan/29],,,,
2020-21,20.50,Torino FC,1-1 (0-0),ACF Fiorentina,
2020-21,[Sat Jan/30],,,,
2020-21,15.00,Bologna FC 1909,1-2 (0-1),AC Milan,
2020-21,18.00,UC Sampdoria,0-2 (0-1),Juventus FC,
2020-21,20.45,FC Internazionale Milano,4-0 (1-0),Benevento Calcio,
2020-21,[Sun Jan/31],,,,
2020-21,12.30,Spezia Calcio,0-1 (0-0),Udinese Calcio,
2020-21,15.00,Atalanta BC,1-3 (0-1),SS Lazio,
2020-21,Cagliari Calcio,1-1 (0-0),US Sassuolo Calcio,,
2020-21,FC Crotone,0-3 (0-2),Genoa CFC,,
2020-21,18.00,SSC Napoli,2-0 (1-0),Parma Calcio 1913,
2020-21,20.45,AS Roma,3-1 (3-0),Hellas Verona FC,
2020-21,Matchday 21,,,,
2020-21,[Fri Feb/5],,,,
2020-21,20.45,ACF Fiorentina,0-2 (0-1),FC Internazionale Milano,
2020-21,[Sat Feb/6],,,,
2020-21,15.00,Atalanta BC,3-3 (3-2),Torino FC,
2020-21,US Sassuolo Calcio,1-2 (1-1),Spezia Calcio,,
2020-21,18.00,Juventus FC,2-0 (1-0),AS Roma,
2020-21,20.45,Genoa CFC,2-1 (2-0),SSC Napoli,
2020-21,[Sun Feb/7],,,,
2020-21,12.30,Benevento Calcio,1-1 (0-0),UC Sampdoria,
2020-21,15.00,AC Milan,4-0 (1-0),FC Crotone,
2020-21,Udinese Calcio,2-0 (0-0),Hellas Verona FC,,
2020-21,18.00,Parma Calcio 1913,0-3 (0-2),Bologna FC 1909,
2020-21,20.45,SS Lazio,1-0 (0-0),Cagliari Calcio,
2020-21,Matchday 22,,,,
2020-21,[Fri Feb/12],,,,
2020-21,20.50,Bologna FC 1909,1-1 (1-0),Benevento Calcio,
2020-21,[Sat Feb/13],,,,
2020-21,15.00,Torino FC,0-0,Genoa CFC,
2020-21,18.00,SSC Napoli,1-0 (1-0),Juventus FC,
2020-21,20.45,Spezia Calcio,2-0 (0-0),AC Milan,
2020-21,[Sun Feb/14],,,,
2020-21,12.30,AS Roma,3-0 (2-0),Udinese Calcio,
2020-21,15.00,UC Sampdoria,2-1 (1-1),ACF Fiorentina,
2020-21,Cagliari Calcio,0-1 (0-0),Atalanta BC,,
2020-21,18.00,FC Crotone,1-2 (1-1),US Sassuolo Calcio,
2020-21,20.45,FC Internazionale Milano,3-1 (2-0),SS Lazio,
2020-21,[Mon Feb/15],,,,
2020-21,20.50,Hellas Verona FC,2-1 (1-1),Parma Calcio 1913,
2020-21,Matchday 23,,,,
2020-21,[Fri Feb/19],,,,
2020-21,18.30,ACF Fiorentina,3-0 (0-0),Spezia Calcio,
2020-21,20.45,Cagliari Calcio,0-1 (0-0),Torino FC,
2020-21,[Sat Feb/20],,,,
2020-21,15.00,SS Lazio,1-0 (1-0),UC Sampdoria,
2020-21,18.00,Genoa CFC,2-2 (0-1),Hellas Verona FC,
2020-21,20.45,US Sassuolo Calcio,1-1 (0-1),Bologna FC 1909,
2020-21,[Sun Feb/21],,,,
2020-21,12.30,Parma Calcio 1913,2-2 (2-0),Udinese Calcio,
2020-21,15.00,AC Milan,0-3 (0-1),FC Internazionale Milano,
2020-21,18.00,Atalanta BC,4-2 (0-0),SSC Napoli,
2020-21,20.50,Benevento Calcio,0-0,AS Roma,
2020-21,[Mon Feb/22],,,,
2020-21,20.45,Juventus FC,3-0 (2-0),FC Crotone,
2020-21,Matchday 24,,,,
2020-21,[Sat Feb/27],,,,
2020-21,15.00,Spezia Calcio,2-2 (0-2),Parma Calcio 1913,
2020-21,18.00,Bologna FC 1909,2-0 (1-0),SS Lazio,
2020-21,20.45,Hellas Verona FC,1-1 (0-0),Juventus FC,
2020-21,[Sun Feb/28],,,,
2020-21,12.30,UC Sampdoria,0-2 (0-1),Atalanta BC,
2020-21,15.00,FC Internazionale Milano,3-0 (1-0),Genoa CFC,
2020-21,Udinese Calcio,1-0 (0-0),ACF Fiorentina,,
2020-21,FC Crotone,0-2 (0-0),Cagliari Calcio,,
2020-21,18.00,SSC Napoli,2-0 (1-0),Benevento Calcio,
2020-21,20.45,AS Roma,1-2 (0-1),AC Milan,
2020-21,Matchday 25,,,,
2020-21,[Tue Mar/2],,,,
2020-21,20.45,Juventus FC,3-0 (0-0),Spezia Calcio,
2020-21,[Wed Mar/3],,,,
2020-21,18.30,US Sassuolo Calcio,3-3 (2-1),SSC Napoli,
2020-21,20.45,ACF Fiorentina,1-2 (0-0),AS Roma,
2020-21,AC Milan,1-1 (0-0),Udinese Calcio,,
2020-21,Atalanta BC,5-1 (1-1),FC Crotone,,
2020-21,Cagliari Calcio,1-0 (1-0),Bologna FC 1909,,
2020-21,Genoa CFC,1-1 (0-0),UC Sampdoria,,
2020-21,Benevento Calcio,0-3 (0-2),Hellas Verona FC,,
2020-21,[Thu Mar/4],,,,
2020-21,20.45,Parma Calcio 1913,1-2 (0-0),FC Internazionale Milano,
2020-21,Matchday 26,,,,
2020-21,[Sat Mar/6],,,,
2020-21,15.00,Spezia Calcio,1-1 (0-1),Benevento Calcio,
2020-21,18.00,Udinese Calcio,2-0 (1-0),US Sassuolo Calcio,
2020-21,20.45,Juventus FC,3-1 (1-1),SS Lazio,
2020-21,[Sun Mar/7],,,,
2020-21,12.30,AS Roma,1-0 (1-0),Genoa CFC,
2020-21,15.00,ACF Fiorentina,3-3 (2-1),Parma Calcio 1913,
2020-21,Hellas Verona FC,0-2 (0-1),AC Milan,,
2020-21,FC Crotone,4-2 (1-1),Torino FC,,
2020-21,18.00,UC Sampdoria,2-2 (0-1),Cagliari Calcio,
2020-21,20.50,SSC Napoli,3-1 (1-0),Bologna FC 1909,
2020-21,[Mon Mar/8],,,,
2020-21,20.45,FC Internazionale Milano,1-0 (0-0),Atalanta BC,
2020-21,Matchday 27,,,,
2020-21,[Fri Mar/12],,,,
2020-21,15.00,SS Lazio,3-2 (2-1),FC Crotone,
2020-21,20.45,Atalanta BC,3-1 (0-0),Spezia Calcio,
2020-21,[Sat Mar/13],,,,
2020-21,15.00,US Sassuolo Calcio,3-2 (1-1),Hellas Verona FC,
2020-21,18.00,Benevento Calcio,1-4 (0-3),ACF Fiorentina,
2020-21,20.45,Genoa CFC,1-1 (1-1),Udinese Calcio,
2020-21,[Sun Mar/14],,,,
2020-21,12.30,Bologna FC 1909,3-1 (2-1),UC Sampdoria,
2020-21,15.00,Parma Calcio 1913,2-0 (1-0),AS Roma,
2020-21,Torino FC,1-2 (0-0),FC Internazionale Milano,,
2020-21,18.00,Cagliari Calcio,1-3 (0-3),Juventus FC,
2020-21,20.45,AC Milan,0-1 (0-0),SSC Napoli,
2020-21,Matchday 24,,,,
2020-21,[Wed Mar/17],,,,
2020-21,15.05,Torino FC,3-2 (0-2),US Sassuolo Calcio,
2020-21,Matchday 28,,,,
2020-21,[Fri Mar/19],,,,
2020-21,20.45,Parma Calcio 1913,1-2 (1-0),Genoa CFC,
2020-21,[Sat Mar/20],,,,
2020-21,15.00,FC Crotone,2-3 (2-0),Bologna FC 1909,
2020-21,18.00,Spezia Calcio,2-1 (0-0),Cagliari Calcio,
2020-21,[Sun Mar/21],,,,
2020-21,12.30,Hellas Verona FC,0-2 (0-2),Atalanta BC,
2020-21,15.00,Juventus FC,0-1 (0-0),Benevento Calcio,
2020-21,Udinese Calcio,0-1 (0-1),SS Lazio,,
2020-21,UC Sampdoria,1-0 (1-0),Torino FC,,
2020-21,18.00,ACF Fiorentina,2-3 (1-1),AC Milan,
2020-21,20.45,AS Roma,0-2 (0-2),SSC Napoli,
2020-21,Matchday 29,,,,
2020-21,[Sat Apr/3],,,,
2020-21,12.30,AC Milan,1-1 (0-0),UC Sampdoria,
2020-21,15.00,SSC Napoli,4-3 (3-1),FC Crotone,
2020-21,SS Lazio,2-1 (0-0),Spezia Calcio,,
2020-21,Atalanta BC,3-2 (2-1),Udinese Calcio,,
2020-21,Cagliari Calcio,0-2 (0-0),Hellas Verona FC,,
2020-21,Genoa CFC,1-1 (1-1),ACF Fiorentina,,
2020-21,US Sassuolo Calcio,2-2 (0-1),AS Roma,,
